iter	Passed	Remaining
3515	4365	20468
3516	4367	20467
3517	4368	20467
3518	4370	20466
3519	4371	20465
3520	4372	20463
3521	4373	20462
3522	4374	20460
3523	4375	20459
3524	4377	20457
3525	4378	20456
3526	4379	20454
3527	4380	20452
3528	4381	20451
3529	4382	20449
3530	4384	20449
3531	4385	20448
3532	4386	20447
3533	4388	20445
3534	4389	20444
3535	4390	20442
3536	4391	20441
3537	4392	20439
3538	4394	20438
3539	4395	20436
3540	4396	20435
3541	4397	20433
3542	4398	20432
3543	4400	20431
3544	4401	20430
3545	4402	20428
3546	4403	20426
3547	4404	20425
3548	4406	20423
3549	4407	20422
3550	4408	20420
3551	4409	20419
3552	4410	20418
3553	4412	20416
3554	4413	20415
3555	4414	20413
3556	4415	20412
3557	4416	20411
3558	4418	20409
3559	4419	20408
3560	4420	20406
3561	4421	20405
3562	4422	20403
3563	4424	20402
3564	4425	20401
3565	4426	20399
3566	4427	20398
3567	4428	20397
3568	4430	20395
3569	4431	20394
3570	4432	20392
3571	4433	20391
3572	4434	20389
3573	4436	20388
3574	4437	20386
3575	4438	20385
3576	4439	20383
3577	4440	20382
3578	4442	20380
3579	4443	20379
3580	4444	20377
3581	4445	20376
3582	4446	20375
3583	4448	20373
3584	4449	20371
3585	4450	20370
3586	4451	20368
3587	4452	20367
3588	4453	20365
3589	4455	20364
3590	4456	20362
3591	4457	20361
3592	4458	20359
3593	4459	20358
3594	4460	20356
3595	4462	20355
3596	4463	20353
3597	4464	20352
3598	4465	20350
3599	4466	20349
3600	4468	20347
3601	4469	20346
3602	4470	20345
3603	4471	20343
3604	4472	20342
3605	4474	20341
3606	4475	20339
3607	4476	20338
3608	4478	20337
3609	4479	20337
3610	4488	20372
3611	4489	20371
3612	4491	20369
3613	4492	20368
3614	4493	20366
3615	4495	20366
3616	4496	20365
3617	4497	20364
3618	4498	20362
3619	4499	20361
3620	4500	20359
3621	4502	20358
3622	4503	20356
3623	4504	20355
3624	4505	20353
3625	4506	20351
3626	4508	20350
3627	4509	20349
3628	4510	20348
3629	4511	20347
3630	4513	20345
3631	4514	20344
3632	4515	20342
3633	4516	20341
3634	4517	20339
3635	4519	20338
3636	4520	20336
3637	4521	20334
3638	4522	20333
3639	4523	20331
3640	4524	20329
3641	4526	20328
3642	4527	20327
3643	4528	20326
3644	4529	20324
3645	4530	20323
3646	4532	20321
3647	4533	20321
3648	4534	20319
3649	4535	20318
3650	4537	20316
3651	4538	20315
3652	4539	20313
3653	4540	20311
3654	4541	20310
3655	4542	20308
3656	4544	20307
3657	4545	20305
3658	4546	20303
3659	4547	20302
3660	4548	20300
3661	4549	20299
3662	4551	20297
3663	4552	20296
3664	4553	20294
3665	4554	20293
3666	4555	20292
3667	4557	20290
3668	4558	20289
3669	4559	20287
3670	4560	20285
3671	4561	20284
3672	4562	20282
3673	4564	20281
3674	4565	20280
3675	4566	20278
3676	4567	20277
3677	4568	20275
3678	4570	20274
3679	4571	20272
3680	4572	20271
3681	4573	20270
3682	4574	20268
3683	4576	20267
3684	4577	20265
3685	4578	20264
3686	4579	20263
3687	4581	20262
3688	4582	20261
3689	4583	20259
3690	4584	20258
3691	4586	20257
3692	4587	20255
3693	4588	20254
3694	4589	20252
3695	4590	20251
3696	4592	20249
3697	4593	20248
3698	4594	20246
3699	4595	20245
3700	4596	20244
3701	4598	20245
3702	4599	20244
3703	4601	20242
3704	4602	20241
3705	4603	20240
3706	4605	20239
3707	4606	20238
3708	4607	20237
3709	4608	20236
3710	4610	20235
3711	4611	20234
3712	4612	20233
3713	4624	20278
3714	4625	20278
3715	4627	20276
3716	4628	20274
3717	4629	20273
3718	4630	20272
3719	4631	20270
3720	4633	20269
3721	4634	20267
3722	4635	20266
3723	4636	20265
3724	4638	20264
3725	4639	20263
3726	4640	20261
3727	4641	20260
3728	4642	20258
3729	4644	20257
3730	4645	20255
3731	4646	20254
3732	4647	20252
3733	4648	20251
3734	4650	20249
3735	4651	20248
3736	4652	20247
3737	4653	20245
3738	4654	20244
3739	4656	20242
3740	4657	20241
3741	4658	20239
3742	4659	20238
3743	4660	20236
3744	4662	20235
3745	4663	20234
3746	4664	20232
3747	4665	20231
3748	4667	20230
3749	4668	20229
3750	4669	20227
3751	4670	20226
3752	4671	20224
3753	4673	20223
3754	4674	20221
3755	4675	20220
3756	4676	20218
3757	4677	20217
3758	4679	20215
3759	4680	20214
3760	4681	20213
3761	4682	20211
3762	4683	20210
3763	4685	20208
3764	4686	20207
3765	4687	20205
3766	4688	20204
3767	4689	20203
3768	4690	20201
3769	4692	20199
3770	4693	20198
3771	4694	20196
3772	4695	20195
3773	4696	20193
3774	4698	20192
3775	4699	20191
3776	4700	20189
3777	4701	20188
3778	4702	20186
3779	4704	20184
3780	4705	20183
3781	4706	20181
3782	4707	20180
3783	4708	20178
3784	4709	20177
3785	4711	20176
3786	4712	20175
3787	4713	20173
3788	4714	20172
3789	4716	20171
3790	4717	20169
3791	4718	20167
3792	4719	20166
3793	4720	20164
3794	4721	20163
3795	4723	20161
3796	4724	20159
3797	4725	20158
3798	4726	20156
3799	4727	20155
3800	4728	20153
3801	4730	20153
3802	4731	20152
3803	4732	20150
3804	4734	20149
3805	4735	20148
3806	4736	20147
3807	4737	20145
3808	4739	20144
3809	4740	20143
3810	4741	20142
3811	4742	20141
3812	4744	20140
3813	4745	20139
3814	4747	20139
3815	4748	20138
3816	4749	20137
3817	4750	20135
3818	4752	20134
3819	4753	20132
3820	4754	20131
3821	4755	20129
3822	4756	20128
3823	4757	20126
3824	4759	20125
3825	4760	20124
3826	4761	20123
3827	4762	20121
3828	4764	20120
3829	4765	20119
3830	4766	20117
3831	4767	20116
3832	4768	20114
3833	4770	20113
3834	4771	20112
3835	4772	20110
3836	4773	20109
3837	4775	20107
3838	4776	20107
3839	4777	20106
3840	4778	20104
3841	4780	20103
3842	4781	20101
3843	4782	20100
3844	4783	20098
3845	4784	20097
3846	4786	20096
3847	4787	20095
3848	4788	20093
3849	4789	20092
3850	4791	20091
3851	4792	20090
3852	4793	20089
3853	4794	20087
3854	4796	20086
3855	4797	20084
3856	4798	20082
3857	4799	20081
3858	4800	20080
3859	4802	20078
3860	4803	20078
3861	4804	20077
3862	4805	20075
3863	4807	20074
3864	4808	20072
3865	4809	20071
3866	4810	20069
3867	4811	20068
3868	4813	20066
3869	4814	20065
3870	4815	20064
3871	4816	20062
3872	4817	20061
3873	4819	20059
3874	4820	20058
3875	4821	20056
3876	4822	20055
3877	4823	20054
3878	4825	20052
3879	4826	20051
3880	4827	20049
3881	4828	20048
3882	4829	20046
3883	4830	20045
3884	4832	20043
3885	4833	20042
3886	4834	20040
3887	4835	20039
3888	4836	20037
3889	4838	20036
3890	4839	20035
3891	4840	20033
3892	4841	20031
3893	4842	20030
3894	4843	20028
3895	4845	20027
3896	4846	20026
3897	4847	20024
3898	4848	20023
3899	4849	20021
3900	4851	20020
3901	4852	20019
3902	4853	20018
3903	4855	20017
3904	4856	20015
3905	4857	20014
3906	4858	20012
3907	4859	20011
3908	4861	20010
3909	4862	20008
3910	4863	20007
3911	4864	20006
3912	4866	20004
3913	4867	20003
3914	4868	20001
3915	4869	20000
3916	4871	20000
3917	4872	19999
3918	4873	19997
3919	4874	19996
3920	4875	19994
3921	4877	19993
3922	4878	19992
3923	4879	19990
3924	4880	19989
3925	4881	19987
3926	4883	19986
3927	4884	19984
3928	4885	19983
3929	4887	19983
3930	4888	19982
3931	4889	19980
3932	4890	19978
3933	4891	19977
3934	4892	19975
3935	4894	19974
3936	4895	19972
3937	4896	19971
3938	4897	19969
3939	4898	19968
3940	4900	19966
3941	4901	19965
3942	4902	19965
3943	4903	19963
3944	4905	19962
3945	4906	19961
3946	4907	19960
3947	4908	19958
3948	4910	19957
3949	4911	19955
3950	4912	19954
3951	4913	19953
3952	4914	19951
3953	4916	19950
3954	4917	19949
3955	4918	19947
3956	4919	19946
3957	4920	19944
3958	4922	19943
3959	4923	19942
3960	4924	19940
3961	4925	19938
3962	4926	19937
3963	4928	19936
3964	4929	19934
3965	4930	19933
3966	4931	19931
3967	4932	19930
3968	4933	19928
3969	4935	19926
3970	4936	19925
3971	4937	19923
3972	4938	19922
3973	4939	19921
3974	4941	19919
3975	4942	19917
3976	4943	19916
3977	4944	19915
3978	4945	19913
3979	4946	19911
3980	4948	19910
3981	4949	19908
3982	4950	19907
3983	4951	19905
3984	4952	19904
3985	4953	19902
3986	4955	19900
3987	4956	19899
3988	4957	19898
3989	4958	19896
3990	4959	19894
3991	4960	19893
3992	4962	19891
3993	4963	19890
3994	4964	19888
3995	4965	19887
3996	4966	19885
3997	4967	19884
3998	4969	19882
3999	4970	19881
4000	4971	19879
4001	4973	19880
4002	4974	19879
4003	4975	19877
4004	4976	19876
4005	4978	19875
4006	4979	19873
4007	4980	19873
4008	4982	19873
4009	4983	19872
4010	4984	19870
4011	4986	19869
4012	4987	19868
4013	4988	19866
4014	4989	19864
4015	4990	19863
4016	4991	19861
4017	4993	19860
4018	4994	19859
4019	4995	19858
4020	4997	19858
4021	4998	19856
4022	4999	19855
4023	5000	19853
4024	5001	19852
4025	5003	19850
4026	5004	19849
4027	5005	19848
4028	5006	19846
4029	5007	19845
4030	5009	19844
4031	5010	19842
4032	5011	19841
4033	5012	19840
4034	5013	19838
4035	5015	19836
4036	5016	19835
4037	5017	19834
4038	5018	19832
4039	5020	19831
4040	5021	19830
4041	5022	19828
4042	5023	19827
4043	5024	19826
4044	5026	19827
4045	5028	19826
4046	5029	19826
4047	5030	19824
4048	5031	19823
4049	5033	19821
4050	5034	19820
4051	5035	19819
4052	5036	19818
4053	5038	19816
4054	5039	19815
4055	5040	19813
4056	5041	19812
4057	5042	19811
4058	5044	19809
4059	5045	19808
4060	5046	19807
4061	5047	19806
4062	5049	19804
4063	5050	19803
4064	5051	19801
4065	5052	19800
4066	5053	19799
4067	5055	19797
4068	5056	19796
4069	5057	19794
4070	5058	19793
4071	5060	19793
4072	5061	19791
4073	5062	19790
4074	5063	19788
4075	5064	19786
4076	5065	19785
4077	5067	19783
4078	5068	19782
4079	5069	19780
4080	5070	19779
4081	5071	19777
4082	5073	19776
4083	5074	19775
4084	5075	19773
4085	5076	19772
4086	5077	19770
4087	5079	19769
4088	5080	19768
4089	5081	19766
4090	5082	19765
4091	5083	19763
4092	5084	19762
4093	5086	19760
4094	5087	19759
4095	5088	19757
4096	5089	19757
4097	5091	19756
4098	5092	19756
4099	5094	19755
4100	5095	19755
4101	5097	19754
4102	5098	19753
4103	5099	19752
4104	5100	19750
4105	5102	19750
4106	5103	19749
4107	5104	19747
4108	5106	19750
4109	5108	19749
4110	5109	19748
4111	5111	19748
4112	5112	19747
4113	5113	19746
4114	5115	19745
4115	5116	19744
4116	5117	19742
4117	5118	19741
4118	5119	19739
4119	5121	19739
4120	5122	19739
4121	5124	19738
4122	5125	19736
4123	5126	19735
4124	5127	19733
4125	5128	19732
4126	5130	19730
4127	5131	19729
4128	5132	19727
4129	5133	19726
4130	5134	19725
4131	5136	19724
4132	5137	19724
4133	5139	19723
4134	5140	19722
4135	5141	19721
4136	5142	19719
4137	5144	19718
4138	5145	19717
4139	5146	19716
4140	5147	19714
4141	5148	19713
4142	5150	19711
4143	5151	19710
4144	5152	19709
4145	5153	19707
4146	5154	19706
4147	5156	19704
4148	5157	19703
4149	5158	19701
4150	5159	19700
4151	5160	19698
4152	5162	19697
4153	5163	19695
4154	5164	19694
4155	5165	19693
4156	5166	19691
4157	5168	19690
4158	5169	19689
4159	5170	19687
4160	5171	19686
4161	5172	19684
4162	5174	19683
4163	5175	19681
4164	5176	19680
4165	5177	19678
4166	5178	19677
4167	5179	19675
4168	5181	19674
4169	5182	19672
4170	5183	19671
4171	5184	19669
4172	5185	19668
4173	5187	19667
4174	5188	19665
4175	5189	19664
4176	5190	19662
4177	5191	19661
4178	5192	19659
4179	5194	19658
4180	5195	19656
4181	5196	19655
4182	5197	19654
4183	5198	19652
4184	5200	19651
4185	5201	19649
4186	5202	19648
4187	5203	19647
4188	5204	19645
4189	5206	19644
4190	5207	19642
4191	5208	19641
4192	5209	19639
4193	5210	19638
4194	5212	19637
4195	5213	19635
4196	5214	19634
4197	5215	19632
4198	5216	19631
4199	5218	19629
4200	5219	19628
4201	5220	19628
4202	5222	19627
4203	5223	19626
4204	5224	19625
4205	5225	19623
4206	5227	19622
4207	5228	19620
4208	5229	19619
4209	5230	19619
4210	5232	19618
4211	5233	19616
4212	5234	19615
4213	5235	19613
4214	5237	19612
4215	5238	19611
4216	5239	19609
4217	5240	19608
4218	5241	19606
4219	5243	19605
4220	5244	19604
4221	5245	19602
4222	5246	19602
4223	5248	19600
4224	5249	19599
4225	5250	19597
4226	5251	19596
4227	5252	19594
4228	5253	19593
4229	5255	19592
4230	5256	19590
4231	5257	19589
4232	5258	19587
4233	5259	19586
4234	5261	19584
4235	5262	19584
4236	5263	19582
4237	5264	19581
4238	5266	19579
4239	5267	19578
4240	5268	19576
4241	5269	19575
4242	5270	19574
4243	5272	19572
4244	5273	19571
4245	5274	19569
4246	5275	19568
4247	5276	19566
4248	5278	19566
4249	5279	19564
4250	5280	19563
4251	5281	19561
4252	5282	19560
4253	5284	19558
4254	5285	19557
4255	5286	19556
4256	5287	19554
4257	5288	19553
4258	5290	19551
4259	5291	19550
4260	5292	19549
4261	5293	19547
4262	5294	19546
4263	5295	19544
4264	5297	19543
4265	5298	19541
4266	5299	19540
4267	5300	19539
4268	5302	19537
4269	5303	19536
4270	5304	19534
4271	5305	19533
4272	5306	19531
4273	5307	19530
4274	5309	19528
4275	5310	19527
4276	5311	19525
4277	5312	19524
4278	5313	19522
4279	5315	19521
4280	5316	19519
4281	5317	19518
4282	5318	19516
4283	5319	19515
4284	5320	19514
4285	5322	19512
4286	5323	19511
4287	5324	19509
4288	5325	19508
4289	5326	19506
4290	5328	19505
4291	5329	19504
4292	5330	19502
4293	5331	19500
4294	5332	19499
4295	5333	19498
4296	5335	19496
4297	5336	19495
4298	5337	19493
4299	5338	19492
4300	5339	19490
4301	5341	19490
4302	5342	19489
4303	5344	19488
4304	5345	19487
4305	5346	19486
4306	5347	19484
4307	5348	19483
4308	5350	19482
4309	5351	19481
4310	5352	19480
4311	5353	19478
4312	5355	19477
4313	5356	19477
4314	5358	19476
4315	5359	19475
4316	5360	19473
4317	5361	19472
4318	5362	19470
4319	5364	19469
4320	5365	19468
4321	5366	19466
4322	5367	19465
4323	5368	19464
4324	5370	19462
4325	5371	19461
4326	5372	19460
4327	5373	19458
4328	5374	19457
4329	5376	19456
4330	5377	19454
4331	5378	19453
4332	5379	19452
4333	5381	19450
4334	5382	19449
4335	5383	19447
4336	5384	19446
4337	5385	19444
4338	5386	19443
4339	5388	19441
4340	5389	19440
4341	5390	19439
4342	5391	19437
4343	5392	19436
4344	5394	19434
4345	5395	19433
4346	5396	19432
4347	5397	19430
4348	5398	19429
4349	5399	19427
4350	5401	19426
4351	5402	19424
4352	5403	19423
4353	5404	19421
4354	5405	19420
4355	5407	19419
4356	5408	19417
4357	5409	19416
4358	5410	19414
4359	5411	19413
4360	5413	19412
4361	5414	19410
4362	5415	19409
4363	5416	19408
4364	5418	19406
4365	5419	19405
4366	5420	19403
4367	5421	19402
4368	5422	19401
4369	5423	19399
4370	5425	19398
4371	5426	19396
4372	5427	19395
4373	5428	19393
4374	5429	19391
4375	5430	19390
4376	5432	19388
4377	5433	19387
4378	5434	19386
4379	5435	19384
4380	5436	19383
4381	5438	19381
4382	5439	19380
4383	5440	19378
4384	5441	19377
4385	5442	19376
4386	5443	19374
4387	5445	19373
4388	5446	19371
4389	5447	19369
4390	5448	19368
4391	5449	19367
4392	5450	19365
4393	5452	19364
4394	5453	19362
4395	5454	19361
4396	5455	19360
4397	5456	19358
4398	5458	19357
4399	5459	19355
4400	5460	19354
4401	5461	19353
4402	5463	19352
4403	5464	19351
4404	5465	19349
4405	5466	19348
4406	5468	19347
4407	5469	19345
4408	5470	19344
4409	5472	19345
4410	5473	19344
4411	5474	19343
4412	5476	19342
4413	5477	19340
4414	5478	19339
4415	5479	19338
4416	5481	19337
4417	5482	19337
4418	5483	19335
4419	5485	19334
4420	5486	19332
4421	5487	19331
4422	5488	19329
4423	5489	19328
4424	5490	19326
4425	5492	19325
4426	5493	19324
4427	5494	19322
4428	5495	19321
4429	5497	19320
4430	5498	19319
4431	5499	19317
4432	5500	19316
4433	5501	19315
4434	5503	19313
4435	5504	19312
4436	5505	19310
4437	5506	19309
4438	5507	19308
4439	5509	19306
4440	5510	19305
4441	5511	19303
4442	5512	19302
4443	5514	19301
4444	5515	19300
4445	5516	19298
4446	5517	19296
4447	5518	19295
4448	5519	19294
4449	5521	19292
4450	5522	19291
4451	5523	19289
4452	5524	19288
4453	5525	19286
4454	5526	19285
4455	5528	19284
4456	5529	19282
4457	5530	19282
4458	5532	19281
4459	5533	19280
4460	5534	19278
4461	5535	19277
4462	5536	19275
4463	5538	19274
4464	5539	19273
4465	5540	19271
4466	5541	19270
4467	5542	19268
4468	5544	19268
4469	5545	19266
4470	5546	19265
4471	5548	19264
4472	5549	19262
4473	5550	19261
4474	5551	19260
4475	5552	19259
4476	5554	19257
4477	5555	19256
4478	5556	19254
4479	5557	19253
4480	5558	19251
4481	5560	19251
4482	5561	19249
4483	5562	19248
4484	5563	19246
4485	5564	19245
4486	5566	19244
4487	5567	19242
4488	5568	19241
4489	5569	19239
4490	5570	19238
4491	5572	19236
4492	5573	19235
4493	5574	19234
4494	5575	19232
4495	5576	19231
4496	5578	19229
4497	5579	19228
4498	5580	19226
4499	5581	19225
4500	5582	19223
4501	5584	19224
4502	5585	19223
4503	5587	19222
4504	5588	19221
4505	5589	19219
4506	5590	19218
4507	5591	19217
4508	5593	19216
4509	5594	19215
4510	5595	19214
4511	5597	19212
4512	5598	19211
4513	5599	19209
4514	5600	19208
4515	5601	19206
4516	5602	19205
4517	5604	19203
4518	5605	19202
4519	5606	19201
4520	5608	19201
4521	5609	19199
4522	5610	19198
4523	5611	19196
4524	5612	19195
4525	5614	19194
4526	5615	19192
4527	5616	19191
4528	5617	19189
4529	5618	19188
4530	5619	19186
4531	5621	19185
4532	5622	19184
4533	5623	19183
4534	5624	19181
4535	5626	19180
4536	5627	19178
4537	5628	19177
4538	5629	19175
4539	5630	19174
4540	5631	19173
4541	5633	19171
4542	5634	19170
4543	5635	19168
4544	5636	19167
4545	5638	19166
4546	5639	19165
4547	5640	19163
4548	5641	19162
4549	5642	19160
4550	5643	19159
4551	5645	19157
4552	5646	19156
4553	5647	19155
4554	5648	19153
4555	5649	19152
4556	5651	19150
4557	5652	19149
4558	5653	19148
4559	5654	19146
4560	5655	19145
4561	5657	19144
4562	5658	19142
4563	5659	19141
4564	5660	19139
4565	5661	19138
4566	5663	19137
4567	5664	19135
4568	5665	19134
4569	5666	19132
4570	5667	19131
4571	5668	19129
4572	5670	19128
4573	5671	19127
4574	5672	19125
4575	5673	19124
4576	5674	19122
4577	5676	19121
4578	5677	19119
4579	5678	19118
4580	5679	19117
4581	5680	19115
4582	5682	19114
4583	5683	19112
4584	5684	19111
4585	5685	19110
4586	5686	19108
4587	5688	19107
4588	5689	19105
4589	5690	19104
4590	5691	19102
4591	5692	19101
4592	5693	19099
4593	5695	19098
4594	5696	19097
4595	5697	19096
4596	5698	19094
4597	5700	19093
4598	5701	19092
4599	5702	19090
4600	5703	19089
4601	5705	19089
4602	5706	19087
4603	5707	19086
4604	5708	19084
4605	5709	19083
4606	5711	19082
4607	5712	19080
4608	5713	19079
4609	5714	19078
4610	5716	19076
4611	5717	19075
4612	5718	19074
4613	5719	19073
4614	5721	19072
4615	5722	19070
4616	5723	19069
4617	5724	19067
4618	5725	19066
4619	5726	19064
4620	5728	19063
4621	5729	19061
4622	5730	19060
4623	5731	19059
4624	5732	19058
4625	5734	19056
4626	5735	19055
4627	5736	19053
4628	5737	19052
4629	5738	19050
4630	5739	19049
4631	5741	19047
4632	5742	19046
4633	5743	19044
4634	5744	19043
4635	5745	19042
4636	5747	19040
4637	5748	19040
4638	5749	19038
4639	5750	19037
4640	5752	19035
4641	5753	19034
4642	5754	19033
4643	5755	19031
4644	5756	19030
4645	5757	19028
4646	5759	19027
4647	5760	19026
4648	5761	19024
4649	5762	19023
4650	5764	19022
4651	5765	19021
4652	5766	19020
4653	5767	19019
4654	5769	19017
4655	5770	19016
4656	5771	19014
4657	5772	19013
4658	5773	19012
4659	5775	19010
4660	5776	19009
4661	5777	19007
4662	5778	19006
4663	5779	19005
4664	5781	19003
4665	5782	19002
4666	5783	19000
4667	5784	18999
4668	5785	18997
4669	5786	18996
4670	5788	18995
4671	5789	18993
4672	5790	18992
4673	5791	18991
4674	5792	18989
4675	5794	18988
4676	5795	18986
4677	5796	18985
4678	5797	18984
4679	5798	18982
4680	5800	18981
4681	5801	18979
4682	5802	18978
4683	5803	18977
4684	5804	18975
4685	5806	18974
4686	5807	18972
4687	5808	18971
4688	5809	18970
4689	5810	18968
4690	5811	18967
4691	5813	18965
4692	5814	18964
4693	5815	18962
4694	5816	18961
4695	5817	18960
4696	5819	18958
4697	5820	18957
4698	5821	18955
4699	5822	18954
4700	5823	18953
4701	5825	18952
4702	5826	18951
4703	5828	18951
4704	5829	18949
4705	5830	18948
4706	5831	18947
4707	5833	18946
4708	5834	18945
4709	5835	18944
4710	5836	18943
4711	5838	18941
4712	5839	18940
4713	5840	18938
4714	5841	18937
4715	5843	18937
4716	5844	18936
4717	5845	18934
4718	5846	18933
4719	5848	18931
4720	5849	18930
4721	5850	18929
4722	5851	18927
4723	5852	18926
4724	5854	18924
4725	5855	18923
4726	5856	18922
4727	5857	18921
4728	5859	18920
4729	5860	18919
4730	5861	18917
4731	5862	18916
4732	5863	18914
4733	5864	18913
4734	5866	18911
4735	5867	18910
4736	5868	18908
4737	5869	18907
4738	5870	18906
4739	5872	18904
4740	5873	18903
4741	5874	18902
4742	5875	18900
4743	5876	18899
4744	5878	18898
4745	5879	18896
4746	5880	18895
4747	5881	18893
4748	5882	18892
4749	5884	18891
4750	5885	18889
4751	5886	18888
4752	5887	18886
4753	5888	18885
4754	5890	18884
4755	5891	18882
4756	5892	18881
4757	5893	18879
4758	5894	18878
4759	5895	18877
4760	5897	18875
4761	5898	18873
4762	5899	18872
4763	5900	18871
4764	5901	18869
4765	5902	18868
4766	5904	18866
4767	5905	18865
4768	5906	18863
4769	5907	18862
4770	5908	18860
4771	5909	18859
4772	5911	18857
4773	5912	18856
4774	5913	18855
4775	5914	18853
4776	5915	18852
4777	5917	18850
4778	5918	18849
4779	5919	18847
4780	5920	18846
4781	5921	18845
4782	5922	18843
4783	5924	18842
4784	5925	18840
4785	5926	18839
4786	5927	18838
4787	5928	18837
4788	5930	18835
4789	5931	18834
4790	5932	18832
4791	5933	18831
4792	5934	18830
4793	5936	18828
4794	5937	18827
4795	5938	18825
4796	5939	18824
4797	5940	18823
4798	5942	18821
4799	5943	18820
4800	5944	18819
4801	5946	18818
4802	5947	18817
4803	5948	18816
4804	5949	18814
4805	5950	18813
4806	5952	18812
4807	5953	18810
4808	5954	18809
4809	5956	18809
4810	5957	18808
4811	5958	18806
4812	5959	18805
4813	5960	18804
4814	5962	18802
4815	5963	18801
4816	5964	18800
4817	5965	18798
4818	5967	18798
4819	5968	18797
4820	5969	18796
4821	5971	18794
4822	5972	18793
4823	5973	18792
4824	5974	18791
4825	5976	18789
4826	5977	18788
4827	5978	18786
4828	5979	18785
4829	5980	18784
4830	5981	18782
4831	5983	18782
4832	5984	18781
4833	5985	18779
4834	5987	18778
4835	5988	18778
4836	5989	18777
4837	5991	18775
4838	5992	18774
4839	5993	18772
4840	5994	18771
4841	5995	18769
4842	5996	18768
4843	5998	18767
4844	5999	18766
4845	6000	18764
4846	6001	18763
4847	6002	18761
4848	6004	18760
4849	6005	18758
4850	6006	18757
4851	6007	18756
4852	6008	18754
4853	6010	18753
4854	6011	18752
4855	6012	18751
4856	6014	18750
4857	6015	18748
4858	6016	18747
4859	6017	18746
4860	6018	18744
4861	6019	18743
4862	6021	18741
4863	6022	18740
4864	6023	18738
4865	6024	18737
4866	6025	18736
4867	6027	18734
4868	6028	18733
4869	6029	18732
4870	6030	18731
4871	6031	18729
4872	6033	18728
4873	6034	18726
4874	6035	18725
4875	6036	18724
4876	6037	18722
4877	6039	18721
4878	6040	18720
4879	6041	18718
4880	6042	18717
4881	6043	18715
4882	6045	18714
4883	6046	18712
4884	6047	18711
4885	6048	18709
4886	6049	18708
4887	6050	18707
4888	6052	18705
4889	6053	18704
4890	6054	18703
4891	6055	18701
4892	6056	18700
4893	6057	18698
4894	6059	18697
4895	6060	18695
4896	6061	18694
4897	6062	18692
4898	6063	18691
4899	6065	18690
4900	6066	18688
4901	6067	18688
4902	6069	18688
4903	6070	18687
4904	6071	18685
4905	6073	18684
4906	6074	18683
4907	6076	18684
4908	6078	18685
4909	6079	18684
4910	6080	18683
4911	6082	18682
4912	6083	18681
4913	6084	18680
4914	6085	18678
4915	6087	18677
4916	6088	18676
4917	6089	18674
4918	6090	18673
4919	6092	18672
4920	6093	18671
4921	6094	18670
4922	6095	18668
4923	6097	18667
4924	6098	18666
4925	6099	18664
4926	6100	18663
4927	6101	18661
4928	6102	18660
4929	6104	18659
4930	6105	18657
4931	6106	18656
4932	6107	18655
4933	6109	18654
4934	6110	18653
4935	6111	18651
4936	6112	18650
4937	6113	18648
4938	6115	18647
4939	6116	18646
4940	6117	18644
4941	6118	18643
4942	6119	18642
4943	6121	18640
4944	6122	18639
4945	6123	18638
4946	6125	18637
4947	6126	18636
4948	6127	18634
4949	6128	18633
4950	6129	18632
4951	6131	18631
4952	6132	18629
4953	6133	18628
4954	6134	18626
4955	6135	18625
4956	6136	18623
4957	6138	18622
4958	6139	18621
4959	6140	18620
4960	6141	18618
4961	6143	18617
4962	6144	18616
4963	6145	18614
4964	6146	18613
4965	6147	18611
4966	6148	18610
4967	6150	18608
4968	6151	18607
4969	6152	18606
4970	6153	18604
4971	6154	18603
4972	6155	18601
4973	6157	18600
4974	6158	18598
4975	6159	18597
4976	6160	18595
4977	6161	18594
4978	6163	18593
4979	6164	18592
4980	6165	18590
4981	6166	18589
4982	6167	18588
4983	6169	18586
4984	6170	18585
4985	6171	18583
4986	6172	18581
4987	6173	18580
4988	6174	18579
4989	6175	18577
4990	6177	18576
4991	6178	18574
4992	6179	18573
4993	6180	18572
4994	6182	18570
4995	6183	18569
4996	6184	18567
4997	6185	18566
4998	6186	18565
4999	6187	18563
5000	6189	18562
5001	6190	18561
5002	6191	18560
5003	6192	18559
5004	6194	18557
5005	6195	18556
5006	6196	18555
5007	6197	18554
5008	6199	18552
5009	6200	18552
5010	6201	18551
5011	6203	18550
5012	6204	18548
5013	6205	18547
5014	6206	18546
5015	6207	18544
5016	6209	18543
5017	6210	18541
5018	6211	18540
5019	6212	18539
5020	6213	18537
5021	6215	18536
5022	6216	18534
5023	6217	18534
5024	6218	18533
5025	6220	18531
5026	6221	18530
5027	6222	18529
5028	6223	18527
5029	6224	18525
5030	6225	18524
5031	6227	18523
5032	6228	18521
5033	6229	18520
5034	6230	18518
5035	6231	18517
5036	6233	18517
5037	6234	18516
5038	6235	18514
5039	6237	18513
5040	6238	18512
5041	6239	18510
5042	6240	18509
5043	6241	18507
5044	6243	18506
5045	6244	18505
5046	6245	18503
5047	6246	18502
5048	6247	18501
5049	6249	18500
5050	6250	18498
5051	6251	18497
5052	6252	18495
5053	6254	18494
5054	6255	18493
5055	6256	18492
5056	6257	18490
5057	6258	18489
5058	6259	18487
5059	6261	18486
5060	6262	18485
5061	6263	18484
5062	6264	18483
5063	6266	18481
5064	6267	18480
5065	6268	18479
5066	6269	18477
5067	6271	18476
5068	6272	18475
