iter	RMSE	MAE
3836	29.94039854	22.46751697
3837	29.93378004	22.46348936
3838	29.92877145	22.46000803
3839	29.92043553	22.45490818
3840	29.91435789	22.44916948
3841	29.90726178	22.44375714
3842	29.89838707	22.43884056
3843	29.89225587	22.43475364
3844	29.88797542	22.43152601
3845	29.87771614	22.42475146
3846	29.86855886	22.41439801
3847	29.86379061	22.4109326
3848	29.85451755	22.40587549
3849	29.85069074	22.40371569
3850	29.84104868	22.39744277
3851	29.83659208	22.39332482
3852	29.83194471	22.38945952
3853	29.82924017	22.38779949
3854	29.82032235	22.3820818
3855	29.81504494	22.37882838
3856	29.80957369	22.37491294
3857	29.80356413	22.37091588
3858	29.79506734	22.36388204
3859	29.78461117	22.35882876
3860	29.77448771	22.34775445
3861	29.77036566	22.34436118
3862	29.76030373	22.3393041
3863	29.75881735	22.33836247
3864	29.75114791	22.33251915
3865	29.74695335	22.32851906
3866	29.7402927	22.32424589
3867	29.73445517	22.3197733
3868	29.72707285	22.31448505
3869	29.71846354	22.30856419
3870	29.7089189	22.29811391
3871	29.70247347	22.29412819
3872	29.69587762	22.28998856
3873	29.69264312	22.28824767
3874	29.68885618	22.28620086
3875	29.68282144	22.28207
3876	29.67479089	22.27565949
3877	29.66382594	22.26314719
3878	29.6605715	22.26050079
3879	29.65434956	22.25610173
3880	29.65075028	22.25384712
3881	29.64373233	22.24782925
3882	29.63975281	22.24532835
3883	29.63432726	22.24227708
3884	29.63077409	22.2400216
3885	29.62268067	22.23578515
3886	29.61706383	22.23168688
3887	29.61210801	22.22838619
3888	29.60483733	22.22373905
3889	29.59817394	22.21895496
3890	29.59540798	22.21698576
3891	29.59144849	22.21413596
3892	29.58614706	22.20972998
3893	29.57462651	22.20292545
3894	29.56999955	22.20012521
3895	29.56474701	22.19607516
3896	29.55807281	22.19127311
3897	29.55164927	22.18722686
3898	29.54479181	22.18164651
3899	29.53588383	22.17169284
3900	29.53166832	22.16833808
3901	29.5287693	22.16633395
3902	29.52347043	22.16252129
3903	29.51763741	22.15850504
3904	29.51470353	22.15679096
3905	29.50529353	22.15083584
3906	29.50143785	22.14797749
3907	29.49165429	22.13820089
3908	29.48751413	22.1354629
3909	29.48306186	22.13168651
3910	29.4799552	22.12953888
3911	29.47454264	22.12482749
3912	29.46687031	22.11740966
3913	29.46274266	22.11493618
3914	29.45428234	22.11039803
3915	29.45117189	22.10873306
3916	29.44085984	22.10016371
3917	29.43532669	22.09697222
3918	29.43161213	22.09403742
3919	29.42715209	22.09105403
3920	29.4217165	22.08631922
3921	29.41277566	22.077359
3922	29.40677804	22.07329017
3923	29.40176063	22.06971324
3924	29.39907247	22.0677887
3925	29.39223143	22.06266949
3926	29.38795837	22.06015603
3927	29.37990841	22.05484792
3928	29.37829902	22.05338146
3929	29.37249964	22.04990496
3930	29.36457427	22.04472988
3931	29.3552089	22.03876044
3932	29.34612947	22.03342567
3933	29.34143742	22.03069013
3934	29.3378331	22.0287758
3935	29.3328101	22.02586185
3936	29.32602306	22.02049075
3937	29.31955906	22.0152047
3938	29.31316614	22.01086496
3939	29.3076155	22.0065803
3940	29.30253268	22.00297018
3941	29.2933252	21.99856315
3942	29.28709969	21.99378924
3943	29.2795974	21.99021459
3944	29.2714395	21.9814042
3945	29.26589576	21.97706476
3946	29.26061757	21.97205789
3947	29.25393511	21.96599142
3948	29.24709681	21.95961705
3949	29.24086595	21.95538162
3950	29.23527131	21.95123953
3951	29.2293624	21.94707469
3952	29.22529754	21.94310842
3953	29.21749577	21.93784723
3954	29.21141725	21.93240551
3955	29.20468646	21.92809881
3956	29.19942469	21.92524737
3957	29.19013642	21.91943135
3958	29.18343741	21.91427795
3959	29.17570913	21.90808133
3960	29.16944883	21.90396123
3961	29.16036808	21.89831715
3962	29.15410469	21.89414071
3963	29.14806769	21.89036981
3964	29.14008754	21.88523904
3965	29.13440542	21.88250127
3966	29.12653792	21.87788654
3967	29.11814936	21.87145258
3968	29.10974256	21.8622415
3969	29.10465642	21.8591899
3970	29.0981989	21.8541545
3971	29.09317809	21.85136582
3972	29.0878484	21.84710524
3973	29.08194367	21.84371125
3974	29.07194863	21.8351949
3975	29.06461861	21.83054393
3976	29.05618019	21.82236323
3977	29.05243688	21.81961669
3978	29.04934552	21.81733236
3979	29.04479	21.81457536
3980	29.04027158	21.81124473
3981	29.03828954	21.81003778
3982	29.03178505	21.80612453
3983	29.02621611	21.80297315
3984	29.01957623	21.79971908
3985	29.0151876	21.795826
3986	29.01219897	21.79431691
3987	29.00640101	21.79041305
3988	29.00004074	21.78447108
3989	28.99484514	21.78066398
3990	28.99086673	21.7778325
3991	28.9889383	21.77645379
3992	28.98398779	21.77220771
3993	28.97933879	21.76809984
3994	28.96978493	21.76370175
3995	28.96215878	21.75825606
3996	28.95570292	21.75363264
3997	28.95055902	21.74983518
3998	28.9445378	21.74635159
3999	28.93984864	21.74384716
4000	28.93456279	21.74034538
4001	28.93117552	21.73726623
4002	28.92286812	21.73214888
4003	28.91533146	21.72738507
4004	28.90912679	21.72328178
4005	28.90368853	21.72003231
4006	28.90016431	21.71753924
4007	28.89775122	21.7156591
4008	28.88994365	21.70945683
4009	28.88578457	21.70653702
4010	28.87685305	21.70129019
4011	28.86750945	21.69178929
4012	28.8618624	21.68672448
4013	28.85772064	21.68244792
4014	28.84907841	21.6776065
4015	28.84343932	21.6735451
4016	28.83711491	21.66984677
4017	28.8333692	21.66793515
4018	28.82659588	21.66301892
4019	28.81816412	21.65569127
4020	28.8129272	21.65142867
4021	28.81088852	21.65026573
4022	28.80192985	21.64479758
4023	28.79213422	21.64039704
4024	28.78745045	21.63655658
4025	28.78021736	21.63181718
4026	28.77174964	21.6245639
4027	28.76365191	21.6177321
4028	28.76054856	21.61532731
4029	28.75527494	21.61137932
4030	28.74945794	21.60760502
4031	28.74303765	21.60345873
4032	28.73831356	21.60095615
4033	28.73081055	21.59645717
4034	28.72628149	21.5929786
4035	28.72338748	21.59093611
4036	28.71369421	21.58472957
4037	28.704899	21.5774294
4038	28.6968727	21.57044267
4039	28.68870928	21.56597357
4040	28.68052754	21.55861587
4041	28.67639898	21.55559368
4042	28.67066741	21.55100151
4043	28.66207437	21.54553312
4044	28.65914946	21.54398836
4045	28.65615975	21.54161943
4046	28.65153693	21.53915222
4047	28.64789955	21.53664934
4048	28.64207356	21.53236815
4049	28.63292046	21.52471658
4050	28.62794727	21.5210651
4051	28.62104873	21.51413232
4052	28.61252655	21.50818518
4053	28.60619524	21.50289203
4054	28.5978669	21.49499627
4055	28.59443923	21.49173511
4056	28.59258024	21.49064784
4057	28.58716638	21.48649287
4058	28.58129796	21.48225397
4059	28.57728701	21.4793908
4060	28.57519427	21.47782216
4061	28.57141321	21.47620898
4062	28.56781843	21.47381959
4063	28.56293689	21.47041887
4064	28.5556901	21.46727416
4065	28.54751731	21.46059762
4066	28.53857758	21.45610828
4067	28.53393723	21.45213134
4068	28.52666958	21.44747736
4069	28.52078284	21.44248366
4070	28.5175851	21.44052153
4071	28.51044692	21.43515373
4072	28.50482537	21.43079929
4073	28.49567182	21.42491718
4074	28.49199948	21.42305808
4075	28.48746491	21.41942795
4076	28.48139385	21.41578282
4077	28.4754425	21.41291441
4078	28.47179625	21.40956519
4079	28.46601475	21.40625876
4080	28.45885368	21.40001017
4081	28.4508746	21.39285678
4082	28.44443545	21.3876937
4083	28.43566554	21.38278221
4084	28.43001844	21.3798367
4085	28.42460835	21.37676422
4086	28.41724999	21.37132696
4087	28.40864625	21.36622191
4088	28.40412651	21.36276817
4089	28.39856965	21.35944646
4090	28.39177933	21.35450407
4091	28.38744453	21.35158264
4092	28.38673335	21.35082682
4093	28.38402822	21.34846551
4094	28.37529484	21.34213396
4095	28.36864759	21.33686349
4096	28.35852298	21.33137726
4097	28.35356695	21.32854825
4098	28.34535156	21.32463192
4099	28.34054603	21.32078773
4100	28.33351289	21.31750901
4101	28.32627736	21.31360762
4102	28.31905736	21.31027888
4103	28.3142158	21.30654125
4104	28.31061567	21.3032479
4105	28.30691649	21.30003849
4106	28.30425803	21.29805581
4107	28.29589222	21.28916046
4108	28.28831713	21.28250349
4109	28.27957461	21.27859442
4110	28.27163211	21.2720641
4111	28.26309704	21.26791468
4112	28.25742936	21.26367436
4113	28.25216731	21.25999879
4114	28.24629784	21.25592308
4115	28.2402728	21.25107586
4116	28.23448748	21.24658232
4117	28.22749516	21.24166519
4118	28.22591586	21.24057551
4119	28.22240491	21.23710887
4120	28.21395488	21.23316921
4121	28.20618041	21.22939153
4122	28.20225816	21.22733382
4123	28.19987469	21.22579066
4124	28.19662624	21.22329569
4125	28.18947096	21.21757338
4126	28.18391493	21.21380844
4127	28.1781983	21.21026039
4128	28.16997319	21.20468546
4129	28.16522971	21.20093937
4130	28.15892101	21.19458604
4131	28.15435707	21.19018076
4132	28.14926193	21.18728268
4133	28.14286606	21.18276705
4134	28.13639605	21.17880004
4135	28.1322343	21.17592066
4136	28.12524219	21.17103437
4137	28.11954923	21.16659234
4138	28.11232973	21.16255213
4139	28.10519576	21.15778229
4140	28.09642579	21.14997662
4141	28.09281891	21.14733721
4142	28.08484649	21.13894427
4143	28.07927441	21.13492229
4144	28.07359753	21.12937021
4145	28.06613764	21.12366635
4146	28.0631733	21.12117612
4147	28.05733758	21.11857836
4148	28.05339761	21.11573137
4149	28.0451462	21.1120883
4150	28.0392181	21.10767914
4151	28.03366532	21.10386826
4152	28.02469805	21.09813159
4153	28.02081447	21.09595922
4154	28.01473592	21.09208294
4155	28.0087204	21.08725103
4156	28.0021065	21.08303902
4157	27.99509073	21.0794398
4158	27.99048495	21.07527164
4159	27.98585451	21.07240302
4160	27.98183153	21.06895213
4161	27.97188245	21.06315569
4162	27.967579	21.06037352
4163	27.96244444	21.05691249
4164	27.95804718	21.05415449
4165	27.95432242	21.05110298
4166	27.94398647	21.03929421
4167	27.93876334	21.03542859
4168	27.93313481	21.03258908
4169	27.92818781	21.02890565
4170	27.92039481	21.02299247
4171	27.91509347	21.01902602
4172	27.91260883	21.01724224
4173	27.90791518	21.01395062
4174	27.90326796	21.010468
4175	27.89529549	21.00428075
4176	27.89254328	21.00281528
4177	27.88965768	21.0005767
4178	27.8827842	20.99588321
4179	27.87684901	20.9904534
4180	27.87150061	20.98633225
4181	27.8678177	20.98399196
4182	27.85944244	20.97551824
4183	27.85222655	20.96969941
4184	27.84635656	20.96591586
4185	27.83988229	20.96246113
4186	27.83502076	20.95968053
4187	27.82984746	20.95604891
4188	27.82479983	20.95253728
4189	27.81624276	20.94704848
4190	27.80841681	20.94041392
4191	27.80390643	20.93718289
4192	27.79603704	20.93367132
4193	27.78910353	20.92883363
4194	27.78364312	20.92494417
4195	27.77882566	20.92160494
4196	27.77117395	20.91468855
4197	27.7668759	20.91214115
4198	27.75911913	20.90425154
4199	27.75612735	20.90178669
4200	27.75316998	20.89926882
4201	27.74590759	20.89505132
4202	27.73955363	20.8906864
4203	27.73245915	20.88627579
4204	27.72640122	20.8825235
4205	27.71843914	20.87744803
4206	27.71399033	20.87423936
4207	27.71141531	20.87250596
4208	27.70852421	20.87013118
4209	27.70163822	20.8660135
4210	27.69729629	20.86342121
4211	27.68833372	20.85634009
4212	27.68433089	20.85278333
4213	27.67790221	20.84643327
4214	27.67017457	20.83955908
4215	27.66597298	20.83745649
4216	27.65871554	20.83200406
4217	27.65223927	20.82621906
4218	27.64751342	20.82292207
4219	27.64426976	20.82107773
4220	27.6375655	20.81760651
4221	27.63354405	20.81550309
4222	27.62627605	20.80970373
4223	27.61801604	20.80554417
4224	27.6102528	20.79730057
4225	27.60697561	20.79474097
4226	27.60122693	20.79109403
4227	27.59637937	20.78664627
4228	27.59199642	20.78436788
4229	27.58427905	20.77688797
4230	27.57883771	20.77394529
4231	27.57763228	20.7728732
4232	27.57131106	20.7700647
4233	27.56646551	20.76715166
4234	27.56261859	20.76395214
4235	27.55644825	20.76100282
4236	27.55077291	20.75744489
4237	27.54566732	20.75489156
4238	27.54149241	20.7518406
4239	27.53898976	20.75064404
4240	27.53077492	20.74353396
4241	27.52405994	20.73764029
4242	27.51825627	20.73305148
4243	27.51208419	20.72912738
4244	27.50331272	20.72420991
4245	27.49854087	20.72052525
4246	27.49102272	20.71307089
4247	27.48513182	20.70937742
4248	27.47848732	20.70542398
4249	27.47388376	20.70120038
4250	27.46477277	20.6955546
4251	27.46261609	20.69376166
4252	27.45935366	20.69120502
4253	27.45180399	20.68570563
4254	27.44414723	20.68206492
4255	27.43723881	20.67712714
4256	27.4345691	20.67568155
4257	27.42955942	20.67228583
4258	27.42384011	20.66867511
4259	27.41669653	20.66235644
4260	27.40852675	20.6538743
4261	27.402018	20.65069125
4262	27.3943382	20.64574987
4263	27.39002289	20.64261227
4264	27.38364156	20.63807027
4265	27.37910567	20.6351865
4266	27.37154362	20.62743152
4267	27.3667675	20.62432617
4268	27.36266276	20.62136795
4269	27.35670271	20.61837113
4270	27.35069834	20.61339266
4271	27.34711981	20.61044264
4272	27.34492969	20.60910916
4273	27.34200838	20.60668687
4274	27.33808449	20.60425728
4275	27.33473097	20.60255172
4276	27.32747948	20.59714741
4277	27.32367668	20.59529182
4278	27.31636157	20.59031685
4279	27.31111797	20.58686852
4280	27.30619933	20.58338192
4281	27.30138243	20.57907819
4282	27.29817515	20.57710884
4283	27.29565447	20.57499317
4284	27.29016737	20.57045372
4285	27.28264424	20.56557707
4286	27.27629628	20.56094562
4287	27.26840615	20.55169149
4288	27.26421593	20.54854425
4289	27.25905409	20.54523986
4290	27.25402296	20.54186989
4291	27.24864703	20.5387712
4292	27.24436248	20.53608072
4293	27.2360266	20.53109754
4294	27.23244872	20.52834805
4295	27.2254718	20.52266768
4296	27.22217217	20.52070584
4297	27.21785091	20.51818567
4298	27.21070668	20.51367113
4299	27.20696171	20.51183797
4300	27.19956721	20.50394844
4301	27.19449233	20.50048438
4302	27.18933319	20.49669288
4303	27.18621522	20.49437349
4304	27.18202287	20.49016883
4305	27.17706029	20.48684003
4306	27.17203831	20.48433475
4307	27.16947054	20.48270888
4308	27.16579737	20.48082337
4309	27.15821819	20.47488315
4310	27.15177273	20.47073728
4311	27.15039406	20.47016925
4312	27.14060238	20.4644316
4313	27.13700129	20.46197314
4314	27.13419356	20.45962004
4315	27.1295609	20.45680378
4316	27.12138769	20.4521298
4317	27.1170186	20.44954125
4318	27.10988562	20.4441247
4319	27.10414619	20.43909074
4320	27.0960229	20.43398207
4321	27.09141086	20.43106847
4322	27.08421611	20.42434109
4323	27.07785417	20.41889987
4324	27.07499982	20.41733999
4325	27.07103315	20.41499992
4326	27.06692016	20.41159126
4327	27.06583448	20.41083953
4328	27.06102503	20.40824078
4329	27.05469988	20.40361223
4330	27.04873899	20.39860371
4331	27.0403661	20.39082595
4332	27.0354895	20.38752823
4333	27.03116527	20.38405499
4334	27.02772012	20.38199208
4335	27.02137228	20.37888451
4336	27.01659709	20.37570396
4337	27.01043405	20.37179392
4338	27.00588466	20.36905139
4339	26.99734737	20.36378288
4340	26.99076347	20.35867681
4341	26.98502623	20.35409992
4342	26.97981029	20.35066561
4343	26.97560442	20.34754519
4344	26.97295323	20.34657963
4345	26.96478446	20.34136921
4346	26.96004573	20.3385486
4347	26.95652957	20.33605288
4348	26.95094296	20.33149689
4349	26.94655905	20.32744547
4350	26.94136358	20.32385371
4351	26.93505084	20.31946455
4352	26.93001429	20.31600775
4353	26.92470657	20.31202732
4354	26.9202788	20.30946602
4355	26.91807266	20.30713414
4356	26.91168499	20.30270823
4357	26.90605804	20.29906773
4358	26.90240649	20.29621922
4359	26.89702261	20.29260863
4360	26.89152529	20.28804487
4361	26.88702972	20.28481995
4362	26.88194373	20.28101431
4363	26.87547877	20.27688909
4364	26.86936797	20.27375192
4365	26.86388715	20.27037589
4366	26.85681706	20.26686793
4367	26.85174264	20.26250916
4368	26.84756635	20.25952571
4369	26.84323957	20.25685738
4370	26.83590495	20.2495555
4371	26.82825867	20.24429518
4372	26.8223717	20.24090648
4373	26.8197223	20.23881075
4374	26.81190197	20.23414619
4375	26.80884596	20.23181853
4376	26.8033157	20.22821414
4377	26.79798602	20.22358143
4378	26.79117022	20.21915015
4379	26.78623101	20.21636916
4380	26.78110248	20.21256503
4381	26.77528688	20.20906963
4382	26.77158978	20.20633674
4383	26.76624584	20.20318774
4384	26.75869478	20.19603402
4385	26.75214949	20.19185219
4386	26.74865623	20.1898667
4387	26.74113448	20.1862132
4388	26.73735597	20.18344903
4389	26.73372707	20.18076002
4390	26.72937375	20.17747818
4391	26.72553856	20.17419492
4392	26.71761325	20.16802993
4393	26.71406489	20.16593731
4394	26.7062936	20.159814
4395	26.69844119	20.15217143
4396	26.69113729	20.1470271
4397	26.6875915	20.14481739
4398	26.68297303	20.14143975
4399	26.67516323	20.13562942
4400	26.6685988	20.13055299
4401	26.66375412	20.12653265
4402	26.65870978	20.12354788
4403	26.65349269	20.12110317
4404	26.6488362	20.11790282
4405	26.64665264	20.11612053
4406	26.64348488	20.11356135
4407	26.63958419	20.11092275
4408	26.63768234	20.10978926
4409	26.62921017	20.10541101
4410	26.62388586	20.1013982
4411	26.61833435	20.09888864
4412	26.61461751	20.09661522
4413	26.61226419	20.09483899
4414	26.60994564	20.09300474
4415	26.60622247	20.0905773
4416	26.60355047	20.08849125
4417	26.59885738	20.08539721
4418	26.5946384	20.08283167
4419	26.58722001	20.07518759
4420	26.58073225	20.07061763
4421	26.57534826	20.06736991
4422	26.57081692	20.06359715
4423	26.56921704	20.06236533
4424	26.56635443	20.06075428
4425	26.56098537	20.05797708
4426	26.55305836	20.05418567
4427	26.54967146	20.05224633
4428	26.54295618	20.04876449
4429	26.5385466	20.04673837
4430	26.53649456	20.04567342
4431	26.53230329	20.04317227
4432	26.52955042	20.04058343
4433	26.52086745	20.03571997
4434	26.51812114	20.03380127
4435	26.51571438	20.03172407
4436	26.50991413	20.02802839
4437	26.50289274	20.02367937
4438	26.49797707	20.02015057
4439	26.493244	20.01767901
4440	26.48702633	20.01339485
4441	26.48028791	20.00697585
4442	26.47506586	20.00351816
4443	26.47016878	19.99943843
4444	26.46648006	19.99654861
4445	26.4614644	19.99231909
4446	26.45735859	19.98880159
4447	26.45135588	19.98473461
4448	26.44460644	19.98173022
4449	26.44176439	19.97945577
4450	26.43751181	19.97682739
4451	26.42949853	19.96773055
4452	26.42622316	19.96564563
4453	26.42405705	19.96373278
4454	26.41878668	19.95972393
4455	26.41404509	19.95643451
4456	26.41010435	19.95367871
4457	26.40482042	19.94951445
4458	26.40153934	19.94734415
4459	26.39591106	19.94306735
4460	26.38798818	19.9367169
4461	26.38048247	19.93266881
4462	26.37600799	19.92909558
4463	26.37145533	19.92613361
4464	26.36767284	19.92259462
4465	26.36181024	19.91827516
4466	26.35824701	19.91498445
4467	26.35345591	19.9120652
4468	26.34642336	19.90630573
4469	26.34104164	19.90285006
4470	26.33503848	19.89850865
4471	26.33032397	19.89473379
4472	26.32591989	19.89209104
4473	26.31946316	19.8871163
4474	26.31521091	19.88280388
4475	26.30961683	19.87868991
4476	26.30295681	19.87335794
4477	26.29927231	19.87046673
4478	26.29396862	19.86703679
4479	26.28687111	19.86313704
4480	26.28307357	19.86038528
4481	26.28012147	19.85844605
4482	26.27752808	19.85630291
4483	26.26927427	19.85001866
4484	26.26439007	19.84636488
4485	26.2596048	19.84307141
4486	26.25568922	19.83990044
4487	26.25360899	19.83816233
4488	26.24614137	19.83317002
4489	26.23995722	19.82891408
4490	26.23443481	19.82557994
4491	26.2285414	19.82181858
4492	26.22260851	19.81815989
4493	26.21853274	19.81594029
4494	26.21118086	19.81029097
4495	26.20324002	19.80531267
4496	26.19796663	19.79998988
4497	26.18930959	19.79593556
4498	26.18282263	19.79167477
4499	26.17701521	19.78736302
4500	26.17206955	19.78478243
4501	26.16441495	19.7780453
4502	26.15786827	19.77276776
4503	26.1496642	19.76818505
4504	26.14318827	19.76271539
4505	26.13647667	19.75924869
4506	26.13216953	19.75613776
4507	26.12904828	19.75432717
4508	26.12571071	19.7516716
4509	26.12276562	19.74915343
4510	26.1203386	19.74794667
4511	26.11475318	19.7430507
4512	26.11024956	19.7384679
4513	26.10296642	19.73420656
4514	26.09909756	19.7316333
4515	26.09287734	19.7280957
4516	26.08655064	19.72300773
4517	26.0823491	19.72037603
4518	26.07872036	19.71749563
4519	26.07648303	19.71593926
4520	26.06974414	19.71172923
4521	26.06227068	19.70776546
4522	26.05829804	19.70491664
4523	26.05457677	19.70267052
4524	26.04983594	19.69996492
4525	26.04261299	19.69340462
4526	26.03615351	19.68816871
4527	26.03310457	19.68667098
4528	26.02736172	19.6828942
4529	26.01982672	19.67878131
4530	26.01436503	19.67492239
4531	26.0082518	19.670498
4532	26.00205433	19.66564029
4533	25.99513625	19.6583141
4534	25.99291356	19.65671707
4535	25.98590061	19.65271943
4536	25.98099277	19.6486946
4537	25.97599622	19.64499256
4538	25.97311843	19.64318933
4539	25.97021313	19.64144082
4540	25.96565718	19.63860306
4541	25.96063441	19.63552385
4542	25.95392503	19.62865168
4543	25.94884884	19.6243946
4544	25.94573333	19.62216295
4545	25.94107661	19.61940734
4546	25.93311052	19.61289099
4547	25.92778391	19.60896756
4548	25.92091969	19.60328066
4549	25.91862752	19.60116046
4550	25.91189658	19.59613791
4551	25.90343576	19.59112208
4552	25.89531022	19.58418371
4553	25.88802153	19.5774901
4554	25.88591123	19.57597639
4555	25.88367228	19.57450768
4556	25.8797951	19.57186573
4557	25.87612285	19.56863758
4558	25.87042546	19.56469965
4559	25.86445631	19.5593284
4560	25.85934158	19.55519122
4561	25.85498153	19.55175516
4562	25.84864647	19.54727758
4563	25.84278187	19.54337835
4564	25.83551305	19.53876884
4565	25.83106417	19.53578044
4566	25.82437753	19.53240421
4567	25.82023115	19.52920755
4568	25.81442012	19.52561098
4569	25.80882981	19.52279314
4570	25.80453611	19.51971165
4571	25.80055708	19.51708978
4572	25.79387993	19.51282437
4573	25.7865987	19.50534371
4574	25.78137947	19.50281252
4575	25.77562468	19.49888926
4576	25.76807041	19.49268785
4577	25.76589803	19.49089548
4578	25.75931416	19.48754375
4579	25.75678821	19.48575716
4580	25.74931629	19.47751257
4581	25.7446525	19.47523556
4582	25.74156183	19.47345355
4583	25.73538455	19.46796019
4584	25.72930257	19.46272201
4585	25.7238848	19.45818652
4586	25.71914813	19.45534045
4587	25.71319267	19.44946051
4588	25.7078243	19.44531171
4589	25.70448304	19.44363471
4590	25.70058196	19.44074705
4591	25.69493676	19.43618724
4592	25.69045518	19.43277301
4593	25.68415905	19.42933681
4594	25.67922467	19.42451627
4595	25.672054	19.41694203
4596	25.6684675	19.41420923
4597	25.66246188	19.40983962
4598	25.65523043	19.40608343
4599	25.65006339	19.40189083
4600	25.64480514	19.39855635
4601	25.64266693	19.39702114
4602	25.63965053	19.39523132
4603	25.63731575	19.3927392
4604	25.63182932	19.38863615
4605	25.62895537	19.38650168
4606	25.62241816	19.3795585
4607	25.61871619	19.37672794
4608	25.61556105	19.3748057
4609	25.6120421	19.37251117
4610	25.60983601	19.37113864
4611	25.60603095	19.36830606
4612	25.59985698	19.3639095
4613	25.59598321	19.36134179
4614	25.59031431	19.3574227
4615	25.58294363	19.34924513
4616	25.57982084	19.34692226
4617	25.57742	19.34542142
4618	25.57389542	19.34286547
4619	25.56793703	19.33789833
4620	25.56286268	19.33462087
4621	25.55695578	19.32905364
4622	25.55301036	19.32659309
4623	25.54895405	19.32446108
4624	25.54507934	19.32216134
4625	25.54164785	19.32072767
4626	25.53674813	19.31668575
4627	25.53049427	19.31041015
4628	25.52691636	19.3080842
4629	25.52311365	19.3054839
4630	25.5206974	19.3038936
4631	25.51569662	19.29963598
4632	25.50938533	19.295352
4633	25.50630281	19.29355385
4634	25.50082615	19.28887507
4635	25.49495628	19.28337152
4636	25.49026008	19.27973639
4637	25.48797442	19.27845817
4638	25.48275103	19.27520824
4639	25.47789577	19.27197741
4640	25.4739199	19.26974205
4641	25.46748992	19.26281255
4642	25.46334251	19.26057761
4643	25.45949595	19.25718981
4644	25.4523395	19.25332022
4645	25.44777094	19.25088682
4646	25.44373549	19.24813621
4647	25.43837476	19.2442992
4648	25.43240027	19.23811303
4649	25.42664115	19.23345111
4650	25.42183223	19.23012993
4651	25.41555077	19.22329309
4652	25.41184906	19.22038264
4653	25.40443869	19.21357171
4654	25.40033389	19.21135849
4655	25.39630708	19.20825965
4656	25.39066355	19.20365536
4657	25.38672611	19.20148552
4658	25.38071421	19.19697997
4659	25.37268509	19.19181798
4660	25.36879043	19.18986058
4661	25.36257357	19.18503998
4662	25.35816343	19.18164997
4663	25.3511561	19.17482007
4664	25.34868891	19.17325116
4665	25.34370986	19.16995752
4666	25.3387576	19.16736251
4667	25.33504783	19.16539087
4668	25.3315954	19.16320895
4669	25.32940724	19.16190755
4670	25.32122301	19.15807695
4671	25.31646185	19.15406727
4672	25.31317221	19.15088386
4673	25.30711128	19.146206
4674	25.30115706	19.14167843
4675	25.29680176	19.13894704
4676	25.29160706	19.13454657
4677	25.28419293	19.12666984
4678	25.27830233	19.12246558
4679	25.27592962	19.12042781
4680	25.27217134	19.11848661
4681	25.26786831	19.11568137
4682	25.26221386	19.1116505
4683	25.25511214	19.10372177
4684	25.2508594	19.10017114
4685	25.24668605	19.09730613
4686	25.24127239	19.09273185
4687	25.23786515	19.08887268
4688	25.23591087	19.08764413
4689	25.23225598	19.08482399
4690	25.22936199	19.08327189
4691	25.22393588	19.07941507
4692	25.21591555	19.07374933
4693	25.21141933	19.07064096
4694	25.20504312	19.0661458
4695	25.1995465	19.06283076
4696	25.19669865	19.06059508
4697	25.19295472	19.05774702
4698	25.18855087	19.05462387
4699	25.18643525	19.05333707
4700	25.18222987	19.05067485
4701	25.1800172	19.04941343
4702	25.17399093	19.04432338
4703	25.16904472	19.0412394
4704	25.1618842	19.03409091
4705	25.15533763	19.02680649
4706	25.14982541	19.02200603
4707	25.14365149	19.01856977
4708	25.13840429	19.01448885
4709	25.134908	19.01143816
4710	25.12995986	19.00776709
4711	25.12411989	19.00456775
4712	25.11972471	19.001529
4713	25.11511429	18.99889223
4714	25.11234713	18.99710239
4715	25.1078233	18.99434978
4716	25.10464083	18.99263835
4717	25.10129931	18.99000879
4718	25.0967775	18.98596508
4719	25.09366561	18.98370503
4720	25.08779087	18.98008058
4721	25.08092801	18.9726211
4722	25.07816182	18.97113016
4723	25.0711991	18.96403737
4724	25.06737821	18.96099825
4725	25.06162808	18.95684685
4726	25.05649715	18.95293516
4727	25.05015273	18.94659649
4728	25.04633339	18.94391753
4729	25.04012096	18.93825478
4730	25.0376972	18.93644313
4731	25.03300606	18.93339697
4732	25.03003283	18.9307775
4733	25.02665737	18.92806937
4734	25.02126253	18.92435719
4735	25.01766394	18.92191451
4736	25.01509304	18.91999374
4737	25.01221371	18.91805048
4738	25.00772334	18.91446001
4739	25.00243324	18.91074514
4740	24.99903132	18.90836132
4741	24.99487263	18.90402742
4742	24.99235375	18.90185683
4743	24.98703117	18.89854721
4744	24.98131384	18.89344927
4745	24.97330861	18.88852181
4746	24.9679719	18.88509386
4747	24.96089237	18.88143013
4748	24.95774322	18.87937351
4749	24.95233863	18.87530485
4750	24.94823064	18.87242707
4751	24.94503072	18.87096917
4752	24.94014351	18.86703379
4753	24.93533113	18.86331535
4754	24.93172533	18.86079559
4755	24.92846382	18.85904521
4756	24.92399156	18.85584762
4757	24.92178051	18.85346791
4758	24.91699577	18.84995195
4759	24.90966058	18.8418895
4760	24.90679979	18.8399847
4761	24.90401427	18.83821588
4762	24.89742847	18.83159825
4763	24.89191324	18.82816755
4764	24.88922666	18.82613159
4765	24.8837922	18.82146723
4766	24.87553589	18.81508616
4767	24.8704533	18.81220059
4768	24.86560417	18.80911295
